mjd,mag,magerr,filter
1339.808350,16.119297,0.018427,1
1339.829224,16.118277,0.018302,1
1339.849976,16.116915,0.018360,1
1339.870850,16.116978,0.018329,1
1339.891724,16.118065,0.018357,1
1339.912476,16.117273,0.018256,1
1339.933350,16.117460,0.018347,1
1339.954224,16.113325,0.018369,1
1339.974976,16.118668,0.018388,1
1339.995850,16.118612,0.018388,1
1340.016724,16.117104,0.018361,1
1340.037476,16.114201,0.018337,1
1340.058350,16.115374,0.018451,1
1340.079224,16.120047,0.018367,1
1340.099976,16.118206,0.018408,1
1340.120850,16.120148,0.018402,1
1340.141724,16.117434,0.018419,1
1340.162476,16.120914,0.018500,1
1340.183350,16.121532,0.018526,1
1340.204224,16.119673,0.018455,1
1340.224976,16.125097,0.018490,1
1340.245850,16.124428,0.018387,1
1340.266724,16.123085,0.018391,1
1340.287476,16.123400,0.018632,1
1340.308350,16.123566,0.018525,1
1340.329224,16.128424,0.018543,1
1340.349976,16.128071,0.018587,1
1340.370850,16.131105,0.018675,1
1340.391724,16.132343,0.018582,1
1340.412476,16.133226,0.018703,1
1340.433350,16.131472,0.018720,1
1340.454224,16.132294,0.018752,1
1340.474976,16.167173,0.019164,1
1340.495850,16.220997,0.020257,1
1340.516724,16.242599,0.020604,1
1340.537476,16.247299,0.020746,1
1340.558350,16.235172,0.020560,1
1340.579224,16.179901,0.019535,1
1340.599976,16.140072,0.018859,1
1340.620850,16.136925,0.018822,1
1340.641724,16.137781,0.018884,1
1340.662476,16.134296,0.018628,1
1340.683350,16.133850,0.018724,1
1340.704224,16.133404,0.018787,1
1340.724976,16.131866,0.018647,1
1340.745850,16.131653,0.018767,1
1340.766724,16.132780,0.018609,1
1340.787598,16.126585,0.018648,1
1340.808350,16.128988,0.018662,1
1340.829224,16.127337,0.018659,1
1340.850098,16.123981,0.018482,1
1340.870850,16.126696,0.018660,1
1340.891724,16.123400,0.018649,1
1340.912598,16.121063,0.018576,1
1340.933350,16.122408,0.018643,1
1340.954224,16.121336,0.018557,1
1340.975098,16.120480,0.018507,1
1340.995850,16.121153,0.018548,1
1341.016724,16.123085,0.018604,1
1341.037598,16.120953,0.018570,1
1341.058350,16.121225,0.018330,1
1341.079224,16.119566,0.018439,1
1341.100098,16.119902,0.018570,1
1341.120850,16.121481,0.018466,1
1341.141724,16.121389,0.018426,1
1341.162598,16.116793,0.018331,1
1341.183350,16.116201,0.018312,1
1341.204224,16.120052,0.018552,1
1341.225098,16.118608,0.018510,1
1341.245850,16.119055,0.018522,1
1341.266724,16.120073,0.018482,1
1341.287598,16.120344,0.018491,1
1341.308350,16.133036,0.018760,1
1341.329224,16.131285,0.018702,1
1341.350098,16.133181,0.018664,1
1341.370850,16.133095,0.018773,1
1341.391724,16.128458,0.018682,1
1341.412598,16.118374,0.018407,1
1341.433350,16.117500,0.018419,1
1341.454224,16.120569,0.018552,1
1341.475098,16.121805,0.018537,1
1341.495850,16.118658,0.018537,1
1341.516724,16.115608,0.018448,1
1341.537598,16.111128,0.018424,1
1341.558350,16.116171,0.018381,1
1341.579224,16.115461,0.018391,1
1341.600098,16.118233,0.018424,1
1341.620850,16.119095,0.018449,1
1341.641724,16.113171,0.018462,1
1341.662598,16.120819,0.018520,1
1341.683350,16.120344,0.018359,1
1341.704224,16.120497,0.018461,1
1341.725098,16.119274,0.018513,1
1341.745850,16.119612,0.018494,1
1341.766724,16.120520,0.018549,1
1341.787598,16.120884,0.018464,1
1341.808350,16.119291,0.018406,1
1341.829224,16.122353,0.018362,1
1341.850098,16.124983,0.018582,1
1341.870850,16.126783,0.018625,1
1341.891724,16.127632,0.018618,1
1341.912598,16.130327,0.018600,1
1341.933350,16.127325,0.018502,1
1341.954224,16.126959,0.018515,1
1341.975098,16.129391,0.018715,1
1341.995850,16.132351,0.018578,1
1342.016724,16.133987,0.018683,1
1342.037598,16.133156,0.018675,1
1342.058350,16.133463,0.018708,1
1342.079224,16.133539,0.018726,1
1342.100098,16.151033,0.019073,1
1342.120850,16.205257,0.019989,1
1342.141724,16.245958,0.020746,1
1342.162598,16.244909,0.020653,1
1342.183350,16.249500,0.024208,1
1342.204224,16.204081,0.020043,1
1342.225098,16.145699,0.018931,1
1342.245850,16.134859,0.018795,1
1342.266724,16.137211,0.018821,1
1342.287598,16.133434,0.018691,1
1342.308350,16.134050,0.018816,1
1342.329224,16.133778,0.018544,1
1342.350098,16.130730,0.018812,1
1342.370850,16.131615,0.018508,1
1342.391724,16.129883,0.018549,1
1342.412598,16.129486,0.018776,1
1342.433350,16.127731,0.018615,1
1342.454224,16.128286,0.018592,1
1342.475098,16.128094,0.018537,1
1342.495850,16.128588,0.018660,1
1342.516724,16.124065,0.018425,1
1342.537598,16.126032,0.018528,1
1342.558350,16.125023,0.018442,1
1342.579224,16.120693,0.018639,1
1342.600098,16.121746,0.018529,1
1342.620850,16.120998,0.018424,1
1342.641724,16.119333,0.018391,1
1342.662598,16.121737,0.018395,1
1342.683350,16.119049,0.018365,1
1342.704224,16.122532,0.018497,1
1342.725098,16.124689,0.018438,1
1342.745850,16.122757,0.018388,1
1342.766724,16.121944,0.018585,1
1342.787598,16.122522,0.018448,1
1342.808350,16.125954,0.018628,1
1342.829224,16.122993,0.018602,1
1342.850098,16.121609,0.018362,1
1342.870850,16.123774,0.018461,1
1342.891724,16.120399,0.018564,1
1342.912598,16.118896,0.018653,1
1342.933350,16.130806,0.018534,1
1342.954224,16.130863,0.018797,1
1342.975098,16.132700,0.018559,1
1342.995850,16.135042,0.018642,1
1343.016724,16.132805,0.018546,1
1343.037598,16.120289,0.018637,1
1343.058350,16.120773,0.018418,1
1343.079224,16.118023,0.018549,1
1343.100098,16.118073,0.018536,1
1343.120850,16.117046,0.018297,1
1343.141724,16.118359,0.018587,1
1343.162598,16.118309,0.018298,1
1343.183350,16.117476,0.018327,1
1343.204224,16.118130,0.018330,1
1343.225098,16.120047,0.018333,1
1343.245850,16.118835,0.018314,1
1343.266724,16.117598,0.018568,1
1343.287598,16.120049,0.018345,1
1343.308350,16.117891,0.018382,1
1343.329224,16.120596,0.018442,1
1343.350098,16.116360,0.018494,1
1343.370850,16.121735,0.018428,1
1343.391724,16.119396,0.018619,1
1343.412598,16.117460,0.018563,1
1343.433350,16.123268,0.018502,1
1343.454224,16.119883,0.018335,1
1343.475098,16.123037,0.018415,1
1343.495850,16.123690,0.018484,1
1343.516724,16.124361,0.018488,1
1343.537598,16.121046,0.018428,1
1343.558350,16.125149,0.018554,1
1343.579224,16.127502,0.018581,1
1343.600098,16.128979,0.018716,1
1343.620850,16.125097,0.018659,1
1343.641724,16.128130,0.018611,1
1343.662598,16.134602,0.018750,1
1343.683350,16.135374,0.018887,1
1343.704224,16.129503,0.018691,1
1343.725098,16.139078,0.018734,1
1343.745850,16.183819,0.019475,1
1343.766724,16.235819,0.020495,1
1343.787598,16.242313,0.020755,1
1343.808350,16.248297,0.020734,1
1343.829224,16.223349,0.020248,1
1343.850098,16.162085,0.019203,1
1343.870850,16.136395,0.018733,1
1343.891724,16.135475,0.018737,1
1343.912598,16.135530,0.018900,1
1343.933350,16.131823,0.018557,1
1343.954224,16.134529,0.018645,1
1343.975098,16.131144,0.018701,1
1343.995850,16.132416,0.018671,1
1344.016724,16.133064,0.018578,1
1344.037598,16.127483,0.018538,1
1344.058350,16.126823,0.018466,1
1344.079224,16.125154,0.018626,1
1344.100098,16.125921,0.018431,1
1344.120850,16.126753,0.018500,1
1344.141724,16.121450,0.018369,1
1344.162598,16.126251,0.018441,1
1344.183350,16.120096,0.018439,1
1344.204224,16.119541,0.018460,1
1344.225098,16.119244,0.018455,1
1344.245850,16.117479,0.018301,1
1344.266724,16.122200,0.018524,1
1344.287598,16.119776,0.018555,1
1344.308350,16.120142,0.018444,1
1344.329224,16.119318,0.018635,1
1344.350098,16.119253,0.018354,1
1344.370850,16.118401,0.018321,1
1344.391724,16.116978,0.018361,1
1344.412598,16.119036,0.018405,1
1344.433350,16.123346,0.018422,1
1344.454224,16.120834,0.018358,1
1344.475098,16.120609,0.018465,1
1344.495850,16.123014,0.018411,1
1344.516724,16.122293,0.018379,1
1344.537598,16.117386,0.018517,1
1344.558350,16.127844,0.018482,1
1344.579224,16.135492,0.018648,1
1344.600098,16.137899,0.018676,1
1344.620850,16.132044,0.018548,1
1344.641724,16.134134,0.018709,1
1344.662598,16.127266,0.018458,1
1344.683350,16.137419,0.020252,1
1344.704224,16.122879,0.018569,1
1344.725098,16.120554,0.018324,1
1344.745850,16.122242,0.018389,1
1344.766724,16.120571,0.018381,1
1344.787598,16.121384,0.018341,1
1344.808350,16.119600,0.018369,1
1344.829224,16.116934,0.018316,1
1344.850098,16.121037,0.018318,1
1344.870850,16.118343,0.018663,1
1344.891724,16.120913,0.018353,1
1344.912598,16.119579,0.018407,1
1344.933350,16.120083,0.018335,1
1344.954224,16.117453,0.018331,1
1344.975098,16.121635,0.018654,1
1344.995850,16.118507,0.018345,1
1345.016724,16.124517,0.018428,1
1345.037598,16.118338,0.018307,1
1345.058350,16.123884,0.018415,1
1345.079224,16.121058,0.018376,1
1345.100098,16.122677,0.018455,1
1345.120850,16.127369,0.018463,1
1345.141724,16.126667,0.018497,1
1345.162598,16.125959,0.018523,1
1345.183350,16.128510,0.018513,1
1345.204224,16.126856,0.018437,1
1345.225098,16.130964,0.018521,1
1345.245850,16.133322,0.018618,1
1345.266724,16.132736,0.018878,1
1345.287598,16.132015,0.018704,1
1345.308350,16.131584,0.018820,1
1345.329224,16.133707,0.018633,1
1345.350098,16.138939,0.018721,1
1345.370850,16.162699,0.019458,1
1345.391724,16.226059,0.020290,1
1345.412598,16.244101,0.020544,1
1345.433350,16.244677,0.020558,1
1345.454224,16.240236,0.020463,1
1345.475098,16.183859,0.019437,1
1345.495850,16.140713,0.018744,1
1345.516724,16.132603,0.018798,1
1345.537598,16.134865,0.018621,1
1345.558350,16.135448,0.018603,1
1345.579224,16.134867,0.018605,1
1345.600098,16.128286,0.018537,1
1345.620850,16.131884,0.018552,1
1345.641724,16.130987,0.018518,1
1345.662598,16.129280,0.018565,1
1345.683350,16.125904,0.018542,1
1345.704224,16.126820,0.018559,1
1345.725098,16.126619,0.018490,1
1345.745850,16.122740,0.018481,1
1345.766724,16.124716,0.018409,1
1345.787598,16.123379,0.018762,1
1345.808350,16.122265,0.018384,1
1345.829224,16.124689,0.018497,1
1345.850098,16.118696,0.018458,1
1345.870850,16.119219,0.018374,1
1345.891724,16.121531,0.018444,1
1345.912598,16.125067,0.018493,1
1345.933350,16.120094,0.018475,1
1345.954224,16.121374,0.018569,1
1345.975098,16.124815,0.018524,1
1345.995850,16.118902,0.018390,1
1346.016724,16.122866,0.018407,1
1346.037598,16.121607,0.018356,1
1346.058350,16.124647,0.018437,1
1346.079224,16.120251,0.018345,1
1346.100098,16.124929,0.018442,1
1346.120850,16.121359,0.018549,1
1346.141724,16.119196,0.018327,1
1346.162598,16.126623,0.018552,1
1346.183350,16.129032,0.018647,1
1346.204224,16.130836,0.018623,1
1346.225098,16.136238,0.018709,1
1346.245850,16.136806,0.018634,1
1346.266724,16.135809,0.018741,1
1346.287598,16.128187,0.018729,1
1346.308350,16.117447,0.018603,1
1346.329224,16.120066,0.018593,1
1346.350098,16.120459,0.018439,1
1346.370850,16.120125,0.018468,1
1346.391724,16.119789,0.018691,1
1346.412598,16.120317,0.018531,1
1346.433350,16.117664,0.018530,1
1346.454224,16.121307,0.018509,1
1346.475098,16.119406,0.018447,1
1346.495850,16.120386,0.018483,1
1346.516724,16.120241,0.018493,1
1346.537598,16.117727,0.018509,1
1346.558350,16.119009,0.018624,1
1346.579224,16.118504,0.018493,1
1346.600098,16.122690,0.018503,1
1346.620850,16.121822,0.018727,1
1346.641724,16.123178,0.018531,1
1346.662598,16.121199,0.018546,1
1346.683350,16.122025,0.018401,1
1346.704224,16.125290,0.018653,1
1346.725098,16.121653,0.018590,1
1346.745850,16.124804,0.018582,1
1346.766724,16.124352,0.018775,1
1346.787476,16.126383,0.018619,1
1346.808350,16.129839,0.018657,1
1346.829224,16.129799,0.018638,1
1346.849976,16.130095,0.018666,1
1346.870850,16.131977,0.018570,1
1346.891724,16.129892,0.018631,1
1346.912476,16.131567,0.018733,1
1346.933350,16.132902,0.018709,1
1346.954224,16.133299,0.018691,1
1346.974976,16.132732,0.018715,1
1346.995850,16.147373,0.018963,1
1347.016724,16.204933,0.020151,1
1347.037476,16.240582,0.020638,1
1347.058350,16.243973,0.020881,1
1347.079224,16.245995,0.020874,1
1347.099976,16.203556,0.020019,1
1347.120850,16.147486,0.019012,1
1347.141724,16.135748,0.018764,1
1347.162476,16.130629,0.018813,1
1347.183350,16.147976,0.021678,1
1347.204224,16.134903,0.018930,1
1347.224976,16.130945,0.018653,1
1347.245850,16.130516,0.018751,1
1347.266724,16.127956,0.018717,1
1347.287476,16.129322,0.018642,1
1347.308350,16.127672,0.018714,1
1347.329224,16.128744,0.018715,1
1347.349976,16.126690,0.018644,1
1347.370850,16.129351,0.019272,1
1347.391724,16.119408,0.019013,1
1347.412476,16.122822,0.018554,1
1347.433350,16.118578,0.018431,1
1347.454224,16.123661,0.018484,1
1347.474976,16.121046,0.018594,1
1347.495850,16.119850,0.018505,1
1347.516724,16.122446,0.018605,1
1347.537476,16.119577,0.018514,1
1347.558350,16.119955,0.018528,1
1347.579224,16.117588,0.018484,1
1347.599976,16.120518,0.018541,1
1347.620850,16.122147,0.018553,1
1347.641724,16.120924,0.018538,1
1347.662476,16.121319,0.018526,1
1347.683350,16.121126,0.018407,1
1347.704224,16.123806,0.018632,1
1347.724976,16.119354,0.018415,1
1347.745850,16.117006,0.019615,1
1347.766724,16.118250,0.018589,1
1347.787476,16.121363,0.018493,1
1347.808350,16.125051,0.018583,1
1347.829224,16.130205,0.018796,1
1347.849976,16.138691,0.018874,1
1347.870850,16.138109,0.018801,1
1347.891724,16.137014,0.018832,1
1347.912476,16.131517,0.018668,1
1347.933350,16.127573,0.018604,1
1347.954224,16.120926,0.018538,1
1347.974976,16.123892,0.018553,1
1347.995850,16.119562,0.018580,1
1348.016724,16.122974,0.019297,1
1348.037476,16.114056,0.018981,1
1348.058350,16.119610,0.019342,1
1348.079224,16.120724,0.019266,1
1348.099976,16.120186,0.018765,1
1348.120850,16.120819,0.018461,1
1348.141724,16.122395,0.018546,1
1348.162476,16.117462,0.018549,1
1348.183350,16.120659,0.018548,1
1348.204224,16.124178,0.018739,1
1348.224976,16.123913,0.019032,1
1348.245850,16.119944,0.018700,1
1348.266724,16.120958,0.018733,1
1348.287476,16.114647,0.019682,1
1348.308350,16.116879,0.019681,1
1348.329224,16.127075,0.018544,1
1348.349976,16.122314,0.018734,1
1348.370850,16.123381,0.018513,1
1348.391724,16.127169,0.018650,1
1348.412476,16.127535,0.018823,1
1348.433350,16.128754,0.018730,1
1348.454224,16.129185,0.022000,1
1348.474976,16.126110,0.021480,1
1348.495850,16.128626,0.018691,1
1348.516724,16.133295,0.018712,1
1348.537476,16.134718,0.018978,1
1348.558350,16.140249,0.018870,1
1348.579224,16.134945,0.018875,1
1348.599976,16.132225,0.018815,1
1348.620850,16.141705,0.018876,1
1348.641724,16.184753,0.019808,1
1348.662476,16.239162,0.021018,1
1348.683350,16.247921,0.021273,1
1348.704224,16.241873,0.021640,1
1348.724976,16.224688,0.020701,1
1348.745850,16.166515,0.019423,1
1348.766724,16.139549,0.019258,1
1348.787476,16.132364,0.020258,1
1348.808350,16.132299,0.019149,1
1348.829224,16.133289,0.018844,1
1348.849976,16.132019,0.018886,1
1348.870850,16.131010,0.018783,1
1348.891724,16.128342,0.018995,1
1348.912476,16.130383,0.018772,1
1348.933350,16.127253,0.018629,1
1348.954224,16.129820,0.018716,1
1348.974976,16.125029,0.018597,1
1348.995850,16.124950,0.018852,1
1349.016724,16.118431,0.018730,1
1349.037476,16.120758,0.018604,1
1349.058350,16.124918,0.018633,1
1349.079224,16.117195,0.018775,1
1349.099976,16.118996,0.018564,1
1349.120850,16.117914,0.018605,1
1349.141724,16.120329,0.018540,1
1349.162476,16.114197,0.019658,1
1349.183350,16.111900,0.022599,1
1349.204224,16.114275,0.018706,1
1349.224976,16.121582,0.018710,1
1349.245850,16.119562,0.018622,1
1349.266724,16.123196,0.020017,1
1349.287476,16.111320,0.021134,1
1349.308350,16.119442,0.018671,1
1349.329224,16.116798,0.018653,1
1349.349976,16.117990,0.018516,1
1349.370850,16.118853,0.018590,1
1349.391724,16.122038,0.018544,1
1349.412476,16.120583,0.018602,1
1349.433350,16.121597,0.018635,1
1349.454224,16.126278,0.018688,1
1349.474976,16.135546,0.018873,1
1349.495850,16.132032,0.018863,1
1349.516724,16.135332,0.018778,1
1349.537476,16.136517,0.018706,1
1349.558350,16.130283,0.018724,1
1349.579224,16.121292,0.018606,1
1349.599976,16.122677,0.018650,1
1349.620850,16.118694,0.018623,1
1349.641724,16.120674,0.018746,1
1349.662476,16.120283,0.018694,1
1349.683350,16.141603,0.019703,1
1349.704224,16.118818,0.018777,1
1349.724976,16.116915,0.018568,1
1349.745850,16.119886,0.018630,1
1349.766724,16.120533,0.018543,1
1349.787476,16.120510,0.018626,1
1349.808350,16.122021,0.018679,1
1349.829224,16.119621,0.018617,1
1349.849976,16.122927,0.018690,1
1349.870850,16.121416,0.018667,1
1349.891724,16.121765,0.018666,1
1349.912476,16.115936,0.018566,1
1349.933350,16.121109,0.018627,1
1349.954224,16.120359,0.018721,1
1349.974976,16.123972,0.018601,1
1349.995850,16.125298,0.018610,1
1350.016724,16.124756,0.018694,1
1350.037476,16.126705,0.018725,1
1350.058350,16.129032,0.018860,1
1350.079224,16.125755,0.018819,1
1350.099976,16.131001,0.018866,1
1350.120850,16.127434,0.018886,1
1350.141724,16.136021,0.018917,1
1350.162476,16.132673,0.018873,1
1350.183350,16.133299,0.018889,1
1350.204224,16.135666,0.018945,1
1350.224976,16.133333,0.018878,1
1350.245850,16.138361,0.018929,1
1350.266724,16.169184,0.019442,1
1350.287476,16.225515,0.020490,1
1350.308350,16.243900,0.020969,1
1350.329224,16.242228,0.020751,1
1350.349976,16.233232,0.020530,1
1350.370850,16.179512,0.019715,1
1350.391724,16.139442,0.018959,1
1350.412476,16.136374,0.018928,1
1350.433350,16.132135,0.018858,1
1350.454224,16.129866,0.018792,1
1350.474976,16.128202,0.018795,1
1350.495850,16.128307,0.018897,1
1350.516724,16.120068,0.018748,1
1350.537476,16.121803,0.018710,1
1350.558350,16.121574,0.018637,1
1350.579224,16.122423,0.018600,1
1350.599976,16.122267,0.018684,1
1350.620850,16.115814,0.018657,1
1350.641724,16.122089,0.018682,1
1350.662476,16.116970,0.018693,1
1350.683350,16.115835,0.018611,1
1350.704224,16.115547,0.018602,1
1350.724976,16.117388,0.018550,1
1350.745850,16.116240,0.018533,1
1350.766724,16.116323,0.018626,1
1350.787476,16.115213,0.018563,1
1350.808350,16.113306,0.018489,1
1350.829224,16.117567,0.018587,1
1350.849976,16.116955,0.018671,1
1350.870850,16.117491,0.018642,1
1350.891724,16.116125,0.018649,1
1350.912476,16.117136,0.018500,1
1350.933350,16.119852,0.018498,1
1350.954224,16.117928,0.018537,1
1350.974976,16.121031,0.018574,1
1350.995850,16.121208,0.018655,1
1351.016724,16.117992,0.018653,1
1351.037476,16.120047,0.018782,1
1351.058350,16.122091,0.018614,1
1351.079224,16.121939,0.018645,1
1351.099976,16.134619,0.018840,1
1351.120850,16.132341,0.018884,1
1351.141724,16.136528,0.018945,1
1351.162476,16.134033,0.018890,1
1351.183350,16.127258,0.018795,1
1351.204224,16.120743,0.018660,1
1351.224976,16.117922,0.018575,1
1351.245850,16.120489,0.018624,1
1351.266724,16.120850,0.018779,1
1351.287476,16.119680,0.018656,1
1351.308350,16.116287,0.018671,1
1351.329224,16.120588,0.018513,1
1351.349976,16.119108,0.018683,1
1351.370850,16.118532,0.018559,1
1351.391724,16.118023,0.018746,1
1351.412476,16.120783,0.018750,1
1351.433350,16.120935,0.018584,1
1351.454224,16.118286,0.018598,1
1351.474976,16.118809,0.018636,1
1351.495850,16.117573,0.018599,1
1351.516724,16.118357,0.018650,1
1351.537476,16.119701,0.018749,1
1351.558350,16.122469,0.018722,1
1351.579224,16.121700,0.018709,1
1351.599976,16.122360,0.018609,1
1351.620850,16.120464,0.018670,1
1351.641724,16.125965,0.018755,1
1351.662476,16.125751,0.018891,1
1351.683350,16.129869,0.018828,1
1351.704224,16.125742,0.018751,1
1351.724976,16.130157,0.018831,1
1351.745850,16.126820,0.018776,1
1351.766724,16.132421,0.018965,1
1351.787476,16.132517,0.019061,1
1351.808350,16.135286,0.018839,1
1351.829224,16.135063,0.018949,1
1351.849976,16.136435,0.018870,1
1351.870850,16.132656,0.018949,1
1351.891724,16.147058,0.019049,1
1351.912476,16.205402,0.020196,1
1351.933350,16.241430,0.020945,1
1351.954224,16.246265,0.021013,1
1351.974976,16.239748,0.020799,1
1351.995850,16.199417,0.020120,1
1352.016724,16.144842,0.019225,1
1352.037476,16.129965,0.018755,1
1352.058350,16.129110,0.018961,1
1352.079224,16.126982,0.018777,1
1352.099976,16.127838,0.018897,1
1352.120850,16.127537,0.018942,1
1352.141724,16.129429,0.018775,1
1352.162476,16.124449,0.018743,1
1352.183350,16.130890,0.021012,1
1352.204224,16.119879,0.018727,1
1352.224976,16.113977,0.018478,1
1352.245850,16.118244,0.018627,1
1352.266724,16.115284,0.018599,1
1352.287476,16.114698,0.018575,1
1352.308350,16.119596,0.018539,1
1352.329224,16.111923,0.018550,1
1352.349976,16.113655,0.018566,1
1352.370850,16.115807,0.018627,1
1352.391724,16.117701,0.018516,1
1352.412476,16.116302,0.018501,1
1352.433350,16.118744,0.018546,1
1352.454224,16.114313,0.018590,1
1352.474976,16.110582,0.018458,1
1352.495850,16.115324,0.018576,1
1352.516724,16.113668,0.018562,1
1352.537476,16.115013,0.018643,1
1352.558350,16.119307,0.018676,1
1352.579224,16.116880,0.018715,1
1352.599976,16.117878,0.018726,1
1352.620850,16.116735,0.018673,1
1352.641724,16.119987,0.018819,1
1352.662476,16.120474,0.018706,1
1352.683350,16.115950,0.019087,1
1352.704224,16.120941,0.018683,1
1352.724976,16.131792,0.018861,1
1352.745850,16.136015,0.019113,1
1352.766724,16.139046,0.019049,1
1352.787476,16.138554,0.018993,1
1352.808350,16.132328,0.018959,1
1352.829224,16.123755,0.018777,1
1352.849976,16.123650,0.018798,1
1352.870850,16.122000,0.018774,1
1352.891724,16.120834,0.018763,1
1352.912476,16.118490,0.018777,1
1352.933350,16.121845,0.018817,1
1352.954224,16.119699,0.018755,1
1352.974976,16.121244,0.018756,1
1352.995850,16.121756,0.018889,1
1353.016724,16.120638,0.018868,1
1353.037476,16.118422,0.018697,1
1353.058350,16.115561,0.018827,1
1353.079224,16.120066,0.018772,1
1353.099976,16.121529,0.018849,1
1353.120850,16.125744,0.018859,1
1353.141602,16.128799,0.019032,1
1353.162476,16.123592,0.019713,1
